payment_id,order_id,customer_id,payment_date,payment_method,amount,currency,status,transaction_id,card_last_four,payment_processor
PAY_116,116,1156,2025-03-01 15:29:10,google_pay,120.99,USD,completed,TXN_9240068017,,Braintree
PAY_117,117,1367,2024-02-01 15:23:10,bank_transfer,275.97,USD,completed,TXN_5837199083,,PayPal
PAY_118,118,329,2024-08-31 15:25:10,bank_transfer,73.97,USD,completed,TXN_1380979003,,PayPal
PAY_119,119,450,2024-08-21 15:20:10,paypal,64.24,USD,completed,TXN_1245000575,,Square
PAY_120,120,90,2025-09-22 14:45:10,google_pay,28.52,USD,completed,TXN_6587272939,,Square
PAY_121,121,1084,2024-03-26 14:58:10,apple_pay,59.62,USD,completed,TXN_7880361748,,Braintree
PAY_122,122,333,2024-01-24 15:20:10,google_pay,174.66,USD,completed,TXN_6913770079,,Square
PAY_123,123,596,2025-02-07 15:11:10,credit_card,35.77,USD,completed,TXN_6443541433,6653,PayPal
PAY_124,124,1378,2024-11-15 15:14:10,paypal,96.24,USD,completed,TXN_3991741220,,PayPal
PAY_125,125,460,2024-07-22 15:20:10,google_pay,48.32,USD,completed,TXN_2075259536,,Braintree
PAY_127,127,1209,2024-10-05 15:21:10,paypal,64.46,USD,completed,TXN_2058333319,,PayPal
PAY_129,129,71,2024-05-02 14:42:10,google_pay,50.44,USD,completed,TXN_3279407083,,Square
PAY_131,131,236,2024-09-20 14:38:10,google_pay,165.64,USD,completed,TXN_6095926166,,Adyen
PAY_132,132,618,2025-08-15 15:09:10,credit_card,89.52,USD,completed,TXN_5863300387,5905,Square
PAY_133,133,1356,2024-09-14 15:31:10,apple_pay,160.51,USD,completed,TXN_1274926985,,PayPal
PAY_134,134,735,2025-01-04 14:48:10,apple_pay,64.12,USD,completed,TXN_3611603368,,Braintree
PAY_135,135,1351,2024-11-13 15:22:10,google_pay,212.04,USD,completed,TXN_3566705802,,Square
PAY_136,136,1434,2024-04-27 14:53:10,credit_card,35.77,USD,completed,TXN_3288157082,2145,PayPal
PAY_137,137,16,2025-03-03 15:12:10,google_pay,326.91,USD,completed,TXN_3291575518,,Adyen
PAY_138,138,560,2024-07-23 15:34:10,credit_card,47.68,USD,completed,TXN_3399749456,6204,Stripe
PAY_140,140,1174,2024-05-02 15:15:10,bank_transfer,56.98,USD,completed,TXN_2092437857,,Stripe
PAY_141,141,810,2025-02-09 15:22:10,paypal,4.59,USD,completed,TXN_4120013075,,Stripe
PAY_142,142,1403,2024-05-14 15:27:10,bank_transfer,82.32,USD,completed,TXN_7759237734,,Adyen
PAY_144,144,563,2023-10-03 14:36:10,apple_pay,63.25,USD,completed,TXN_6255015035,,Stripe
PAY_145,145,756,2024-10-31 14:35:10,paypal,174.36,USD,completed,TXN_3017107355,,Square
PAY_146,146,1403,2024-03-24 14:56:10,bank_transfer,289.6,USD,completed,TXN_5107497841,,Braintree
PAY_148,148,1286,2025-03-08 15:30:10,apple_pay,44.72,USD,completed,TXN_3366109785,,Square
PAY_150,150,492,2025-04-02 15:33:10,google_pay,159.65,USD,completed,TXN_6547684446,,Adyen
PAY_151,151,1038,2025-09-18 15:23:10,paypal,26.8,USD,completed,TXN_1274571908,,PayPal
PAY_152,152,754,2025-02-17 15:03:10,bank_transfer,144.7,USD,completed,TXN_8420516599,,Adyen
PAY_154,154,375,2025-06-20 15:04:10,credit_card,76.0,USD,completed,TXN_5196193702,8902,Adyen
PAY_155,155,1227,2024-05-03 15:06:10,paypal,43.42,USD,completed,TXN_9363586847,,Square
PAY_156,156,735,2023-12-31 14:59:10,google_pay,118.41,USD,completed,TXN_7989955197,,Stripe
PAY_157,157,1138,2025-01-28 15:30:10,google_pay,386.0,USD,completed,TXN_9405713642,,Adyen
PAY_158,158,88,2024-08-01 15:24:10,bank_transfer,49.05,USD,completed,TXN_7935252454,,Stripe
PAY_160,160,1155,2024-02-25 14:44:10,paypal,158.37,USD,completed,TXN_7539327403,,Stripe
PAY_161,161,380,2024-03-02 15:13:10,bank_transfer,132.29,USD,completed,TXN_7678692363,,Braintree
PAY_162,162,788,2024-11-05 15:30:10,google_pay,236.9,USD,completed,TXN_9388064250,,Braintree
PAY_163,163,565,2024-10-12 15:16:10,credit_card,11.33,USD,completed,TXN_2873936851,2368,Stripe
PAY_164,164,1377,2024-01-29 15:07:10,google_pay,84.18,USD,completed,TXN_5232656790,,Braintree
PAY_166,166,1117,2024-09-01 15:00:10,credit_card,63.59,USD,completed,TXN_3028193186,3366,Square
PAY_167,167,1216,2024-10-28 14:57:10,paypal,72.68,USD,completed,TXN_5591050885,,Stripe
PAY_168,168,981,2025-08-30 15:30:10,google_pay,399.26,USD,completed,TXN_5038497640,,Stripe
PAY_169,169,259,2025-07-22 15:17:10,apple_pay,209.0,USD,completed,TXN_9082713767,,PayPal
PAY_170,170,1147,2025-04-14 15:15:10,bank_transfer,46.21,USD,completed,TXN_6339010643,,Square
PAY_171,171,373,2024-06-14 14:44:10,bank_transfer,129.23,USD,completed,TXN_1920022558,,Adyen
PAY_172,172,229,2024-12-09 15:14:10,apple_pay,276.61,USD,completed,TXN_6830367599,,Braintree
PAY_173,173,1439,2025-07-13 15:12:10,google_pay,560.06,USD,completed,TXN_1503798046,,Adyen
PAY_176,176,1476,2024-07-16 14:40:10,paypal,23.69,USD,completed,TXN_1736236258,,Adyen
PAY_177,177,1060,2024-07-26 15:02:10,bank_transfer,61.14,USD,completed,TXN_5291632063,,PayPal
PAY_178,178,598,2025-09-14 14:54:10,apple_pay,229.82,USD,completed,TXN_8358911335,,Stripe
PAY_179,179,1123,2025-09-15 14:51:10,google_pay,45.02,USD,completed,TXN_5248295944,,PayPal
PAY_180,180,1389,2024-08-23 14:56:10,paypal,207.35,USD,completed,TXN_3985979647,,Adyen
PAY_181,181,993,2024-02-20 15:08:10,google_pay,124.25,USD,completed,TXN_9764967014,,Stripe
PAY_182,182,1013,2024-09-06 14:50:10,google_pay,106.18,USD,completed,TXN_4974451132,,PayPal
PAY_183,183,685,2023-10-03 15:19:10,credit_card,152.07,USD,completed,TXN_6463478143,2504,Adyen
PAY_184,184,341,2024-10-02 14:46:10,bank_transfer,64.48,USD,completed,TXN_4521564185,,Square
PAY_185,185,627,2024-01-01 15:08:10,apple_pay,165.18,USD,completed,TXN_1612923289,,PayPal
PAY_186,186,734,2024-06-06 15:16:10,google_pay,79.2,USD,completed,TXN_3226633281,,Stripe
PAY_187,187,630,2025-07-18 15:31:10,apple_pay,193.59,USD,completed,TXN_2333195734,,Braintree
PAY_188,188,536,2024-06-13 15:35:10,paypal,152.0,USD,completed,TXN_6834125385,,Stripe
PAY_189,189,1091,2024-02-24 15:17:10,paypal,151.94,USD,completed,TXN_8982434054,,Stripe
PAY_190,190,70,2024-09-02 14:54:10,credit_card,47.27,USD,completed,TXN_3443883438,3863,Adyen
PAY_191,191,1405,2024-04-25 14:47:10,credit_card,73.74,USD,completed,TXN_9246914282,1960,PayPal
PAY_194,194,446,2025-04-22 14:53:10,paypal,67.47,USD,completed,TXN_6226496580,,PayPal
PAY_195,195,138,2024-07-07 14:50:10,paypal,93.63,USD,completed,TXN_5763846122,,Square
PAY_196,196,1428,2024-06-09 15:33:10,paypal,59.84,USD,completed,TXN_1034081914,,Stripe
PAY_197,197,559,2025-03-31 14:56:10,google_pay,184.29,USD,completed,TXN_6206530565,,Braintree
PAY_198,198,590,2024-11-02 15:18:10,credit_card,90.49,USD,completed,TXN_2789988714,7690,Square
PAY_199,199,1055,2024-09-19 15:33:10,credit_card,33.83,USD,completed,TXN_1167517827,7827,Braintree
PAY_201,201,1236,2024-09-16 15:20:10,paypal,81.57,USD,completed,TXN_8679762915,,Braintree
PAY_202,202,1421,2025-07-21 15:19:10,google_pay,57.97,USD,completed,TXN_1374452876,,Stripe
PAY_203,203,624,2025-08-07 14:36:10,paypal,149.7,USD,completed,TXN_4446317381,,Square
PAY_204,204,663,2024-03-24 14:38:10,apple_pay,49.91,USD,completed,TXN_5611009852,,Square
PAY_205,205,1422,2024-11-08 15:00:10,paypal,339.13,USD,completed,TXN_4636002229,,Square
PAY_206,206,706,2024-03-29 15:20:10,credit_card,64.4,USD,completed,TXN_3573155556,6610,Stripe
PAY_207,207,1017,2023-11-11 14:48:10,apple_pay,57.61,USD,completed,TXN_6982051662,,Braintree
PAY_208,208,1239,2025-01-15 15:35:10,paypal,177.41,USD,completed,TXN_4579095459,,PayPal
PAY_211,211,1351,2025-06-22 15:22:10,bank_transfer,284.8,USD,completed,TXN_3918545001,,Stripe
PAY_213,213,705,2023-10-16 14:39:10,google_pay,522.46,USD,completed,TXN_3937971843,,PayPal
PAY_214,214,1161,2025-06-23 14:38:10,google_pay,76.82,USD,completed,TXN_9974066609,,Stripe
PAY_215,215,963,2024-03-26 15:22:10,credit_card,348.61,USD,completed,TXN_6724898718,2119,Stripe
PAY_216,216,1378,2024-10-08 15:14:10,bank_transfer,17.46,USD,completed,TXN_8537867265,,Stripe
PAY_217,217,859,2024-01-10 15:11:10,google_pay,174.2,USD,completed,TXN_7449935737,,PayPal
PAY_218,218,305,2023-11-29 14:47:10,google_pay,50.2,USD,completed,TXN_2551952006,,Adyen
PAY_219,219,282,2024-03-28 15:00:10,google_pay,64.25,USD,completed,TXN_6360641023,,Braintree
PAY_220,220,271,2024-03-26 15:28:10,bank_transfer,22.44,USD,completed,TXN_8729376646,,Braintree
PAY_221,221,474,2023-11-18 14:35:10,apple_pay,70.45,USD,completed,TXN_5285215806,,Stripe
PAY_222,222,778,2025-04-26 15:08:10,google_pay,19.66,USD,completed,TXN_3134694766,,Braintree
PAY_224,224,1359,2025-07-08 15:11:10,paypal,91.41,USD,completed,TXN_4643495909,,Braintree
PAY_225,225,360,2025-08-24 14:56:10,paypal,37.56,USD,completed,TXN_5580588951,,Braintree
PAY_226,226,52,2024-04-10 15:10:10,apple_pay,153.62,USD,completed,TXN_6530699633,,Adyen
PAY_227,227,1430,2024-02-18 15:28:10,credit_card,92.92,USD,completed,TXN_8976099424,7439,PayPal
PAY_228,228,94,2025-07-29 15:12:10,paypal,76.58,USD,completed,TXN_2713690268,,Stripe
PAY_229,229,1428,2023-12-29 15:09:10,apple_pay,257.31,USD,completed,TXN_4656417617,,Braintree
PAY_230,230,692,2024-05-13 14:56:10,credit_card,56.06,USD,completed,TXN_5143779616,4121,PayPal
PAY_231,231,425,2025-03-31 14:45:10,bank_transfer,62.87,USD,completed,TXN_5871129292,,Braintree
PAY_232,232,74,2025-01-11 14:38:10,bank_transfer,43.05,USD,completed,TXN_9364742065,,Adyen
PAY_233,233,210,2025-01-22 15:23:10,apple_pay,14.38,USD,completed,TXN_7315675655,,PayPal
PAY_234,234,1449,2024-03-24 14:47:10,bank_transfer,216.45,USD,completed,TXN_1328573890,,Adyen
PAY_235,235,1354,2025-07-23 14:38:10,paypal,177.28,USD,completed,TXN_6120219779,,Adyen
PAY_236,236,1232,2024-03-15 15:30:10,apple_pay,94.82,USD,completed,TXN_1082242810,,Braintree
PAY_237,237,1395,2025-04-20 14:49:10,credit_card,89.52,USD,completed,TXN_2661864096,6080,PayPal
PAY_239,239,1246,2024-01-23 14:57:10,apple_pay,22.38,USD,completed,TXN_1302913135,,PayPal
PAY_242,242,218,2023-11-03 15:05:10,google_pay,102.41,USD,completed,TXN_1231851797,,Square
PAY_245,245,1160,2025-01-11 15:01:10,google_pay,55.51,USD,completed,TXN_8761243924,,Adyen
PAY_247,247,1362,2024-04-23 14:44:10,google_pay,154.59,USD,completed,TXN_6485655349,,PayPal
PAY_248,248,1441,2025-02-24 15:34:10,paypal,43.99,USD,completed,TXN_6109629591,,Square
PAY_249,249,458,2025-07-17 14:40:10,bank_transfer,92.42,USD,completed,TXN_9473982547,,Square
PAY_250,250,265,2024-04-30 14:46:10,bank_transfer,73.18,USD,completed,TXN_5658204454,,Square
PAY_251,251,914,2024-08-10 15:01:10,apple_pay,86.04,USD,completed,TXN_8847430436,,Stripe
PAY_252,252,52,2025-04-30 15:25:10,paypal,79.1,USD,completed,TXN_8936846397,,Braintree
PAY_253,253,576,2024-02-07 15:21:10,bank_transfer,50.27,USD,completed,TXN_4908780785,,PayPal
PAY_254,254,1208,2024-09-11 15:07:10,credit_card,62.77,USD,completed,TXN_7010813694,9008,PayPal
PAY_255,255,212,2024-08-15 15:35:10,apple_pay,38.57,USD,completed,TXN_7205985587,,Stripe
PAY_256,256,329,2025-04-21 14:54:10,bank_transfer,204.44,USD,completed,TXN_4840180266,,Braintree
PAY_257,257,249,2024-09-18 14:54:10,bank_transfer,170.88,USD,completed,TXN_5557116609,,Braintree
PAY_258,258,1422,2024-01-23 15:32:10,credit_card,274.89,USD,completed,TXN_4084701669,5712,PayPal
PAY_259,259,159,2024-01-03 14:36:10,apple_pay,105.43,USD,completed,TXN_4485481927,,Square
PAY_260,260,1008,2023-11-29 15:10:10,google_pay,100.22,USD,completed,TXN_4567657307,,Stripe
PAY_261,261,328,2024-03-31 14:46:10,google_pay,67.88,USD,completed,TXN_3648944417,,Adyen
PAY_262,262,1115,2024-06-24 14:58:10,credit_card,69.79,USD,completed,TXN_1293067434,1958,Braintree
PAY_263,263,15,2024-08-13 14:39:10,credit_card,301.94,USD,completed,TXN_2379303915,6188,PayPal
PAY_265,265,1273,2024-11-11 15:16:10,paypal,146.36,USD,completed,TXN_1839292581,,Square
PAY_266,266,1481,2023-10-28 15:22:10,google_pay,203.69,USD,completed,TXN_7419560499,,Square
PAY_267,267,1189,2024-11-05 14:55:10,bank_transfer,42.08,USD,completed,TXN_1306917340,,Stripe
PAY_268,268,566,2024-07-26 14:47:10,paypal,418.18,USD,completed,TXN_4242911676,,Adyen
PAY_269,269,140,2025-07-22 14:37:10,google_pay,43.7,USD,completed,TXN_1212086893,,Adyen
PAY_270,270,80,2024-03-31 15:05:10,credit_card,126.28,USD,completed,TXN_9022032846,7228,Adyen
PAY_271,271,1349,2024-12-03 15:00:10,bank_transfer,175.56,USD,completed,TXN_2749146070,,Adyen
PAY_272,272,1182,2023-09-29 14:41:10,credit_card,179.49,USD,completed,TXN_2028965657,8924,Adyen
PAY_273,273,926,2024-09-16 14:47:10,credit_card,237.64,USD,completed,TXN_5857224761,8657,Braintree
PAY_274,274,942,2025-09-26 14:39:10,credit_card,206.03,USD,completed,TXN_5136220232,3311,Braintree
PAY_275,275,1283,2025-05-26 15:02:10,google_pay,87.96,USD,completed,TXN_7554520576,,Stripe
PAY_276,276,1160,2024-02-08 15:15:10,bank_transfer,199.61,USD,completed,TXN_6228009392,,PayPal
PAY_277,277,59,2024-11-20 15:15:10,google_pay,59.01,USD,completed,TXN_9042648054,,Stripe
PAY_278,278,949,2024-09-10 15:08:10,bank_transfer,275.99,USD,completed,TXN_2764397819,,Braintree
PAY_279,279,1448,2024-09-18 15:27:10,paypal,281.26,USD,completed,TXN_8068104213,,Stripe
PAY_280,280,272,2024-05-21 14:50:10,paypal,408.64,USD,completed,TXN_3768288414,,PayPal
PAY_281,281,595,2024-02-02 14:50:10,paypal,92.01,USD,completed,TXN_8367811161,,Stripe
PAY_284,284,1194,2025-04-20 15:22:10,apple_pay,63.65,USD,completed,TXN_6727601793,,PayPal
PAY_285,285,5,2025-04-30 15:21:10,bank_transfer,120.71,USD,completed,TXN_2328105483,,Braintree
PAY_286,286,1294,2024-11-30 14:48:10,bank_transfer,177.67,USD,completed,TXN_6959198406,,Stripe
PAY_287,287,258,2024-03-17 15:05:10,apple_pay,88.27,USD,completed,TXN_1838606287,,Braintree
PAY_288,288,110,2024-10-07 15:30:10,bank_transfer,31.24,USD,completed,TXN_6305568226,,Adyen
PAY_289,289,1005,2024-12-13 15:00:10,paypal,98.4,USD,completed,TXN_3397918345,,Braintree
PAY_290,290,5,2025-09-07 15:09:10,paypal,200.35,USD,completed,TXN_8166797697,,Braintree
PAY_291,291,1123,2023-12-30 14:41:10,credit_card,99.13,USD,completed,TXN_6018003366,6062,Stripe
PAY_292,292,1020,2023-09-30 15:30:10,bank_transfer,93.11,USD,completed,TXN_6630377084,,Stripe
PAY_293,293,1257,2023-12-18 14:43:10,bank_transfer,61.61,USD,completed,TXN_6324497260,,PayPal
PAY_295,295,212,2025-07-15 15:27:10,credit_card,136.7,USD,completed,TXN_3695416576,3840,Stripe
PAY_296,296,982,2025-02-11 14:35:10,google_pay,66.64,USD,completed,TXN_6522311210,,PayPal
PAY_297,297,1473,2024-09-28 14:53:10,bank_transfer,79.13,USD,completed,TXN_7728654153,,Square
PAY_298,298,931,2025-09-20 15:08:10,bank_transfer,80.65,USD,completed,TXN_2744432349,,Adyen
PAY_300,300,203,2024-02-06 15:08:10,bank_transfer,298.24,USD,completed,TXN_9712539556,,PayPal
PAY_301,301,440,2024-01-26 15:11:10,paypal,83.06,USD,completed,TXN_9503045048,,Braintree
PAY_302,302,1295,2024-10-09 15:26:10,bank_transfer,50.63,USD,completed,TXN_6254136162,,Stripe
PAY_303,303,1483,2024-02-07 14:56:10,paypal,75.21,USD,completed,TXN_9704051645,,PayPal
PAY_304,304,137,2025-01-14 15:00:10,apple_pay,73.69,USD,completed,TXN_1626837685,,PayPal
PAY_305,305,624,2025-04-18 15:35:10,apple_pay,36.14,USD,completed,TXN_2381646799,,Stripe
PAY_306,306,871,2025-01-17 14:41:10,credit_card,61.53,USD,completed,TXN_6443522750,6360,Braintree
PAY_307,307,1388,2024-04-24 14:43:10,google_pay,116.38,USD,completed,TXN_4209836807,,Square
PAY_308,308,803,2024-12-23 15:01:10,bank_transfer,267.92,USD,completed,TXN_5472159528,,Stripe
PAY_310,310,904,2024-08-13 14:42:10,google_pay,103.72,USD,completed,TXN_4691178016,,Square
