session_id,customer_id,session_date,device_type,browser,source,landing_page,page_views,session_duration_seconds,is_bounce,converted,ip_address
609bf2b1-884b-4661-bb41-21f66a1dc875,178.0,2025-05-23 14:35:12,desktop,Chrome,facebook,/,3,1281,False,False,230.57.251.48
f5653087-18b0-42e5-a474-c2d3531cf6c6,477.0,2025-07-20 14:35:12,desktop,Chrome,google,/,5,965,False,False,94.71.249.227
bab5b410-002d-4d5a-bcee-dbff85a7f787,1121.0,2025-01-23 14:35:12,desktop,Safari,email,/cart,1,3223,True,False,72.29.66.248
d0c67981-52d8-4268-8867-4db8ceab1173,366.0,2025-07-24 14:35:12,mobile,Safari,instagram,/search,18,958,False,False,28.37.80.153
6e4af3eb-ec40-4488-817f-fe7d256a2d4d,,2024-10-30 14:35:12,tablet,Safari,facebook,/search,15,1979,False,False,221.214.158.160
f5f62289-3e90-454d-ba18-7a601a645a57,1424.0,2024-11-14 14:35:12,tablet,Safari,instagram,/search,10,1316,False,False,104.9.10.207
bf2b5f27-1131-4d0d-9e29-16d3e6b395e5,,2025-01-29 14:35:12,mobile,Chrome,facebook,/,11,3367,False,False,196.63.162.170
9397c257-0f01-4c3a-bdb9-9593ce74a6f8,308.0,2024-10-10 14:35:12,desktop,Opera,google,/checkout,1,2349,True,False,235.1.132.57
10bbb754-01da-4bc2-b7d2-4653acf2c4e0,,2024-12-22 14:35:12,desktop,Chrome,facebook,/checkout,1,1217,True,False,162.237.183.120
85e26e55-d10a-4b2d-80cc-33428c00cbf2,131.0,2025-03-02 14:35:12,desktop,Chrome,direct,/categories,14,1443,False,False,14.35.232.107
f217e82e-fc4d-4ce4-91ac-e97630907a15,1080.0,2025-04-09 14:35:12,desktop,Chrome,direct,/products,16,3174,False,False,36.85.123.95
7c30d2b6-424a-435b-8672-9e5d642262b7,,2025-03-06 14:35:12,mobile,Chrome,referral,/products,10,1803,False,False,150.157.134.166
dea61d1c-3c4a-4324-9c7e-ce9b7975d1bb,819.0,2024-12-17 14:35:12,desktop,Firefox,google,/cart,2,1103,False,False,233.215.41.65
8ed40b92-a504-46a5-882a-1973eb4db5df,,2025-04-28 14:35:12,mobile,Edge,instagram,/products,1,898,True,False,99.197.211.84
c4c48ea0-fb6c-40f4-b05a-2a69e4bffc89,81.0,2025-05-31 14:35:12,mobile,Chrome,google,/,6,2108,False,False,134.88.139.57
d33d0f23-025a-4acb-a7e4-d3404f701e44,519.0,2025-08-06 14:35:12,mobile,Chrome,direct,/categories,20,969,False,False,79.218.149.97
cbd1e806-a72d-48fd-911a-211d956fbaa2,759.0,2025-05-26 14:35:12,mobile,Opera,google,/categories,4,2195,False,False,98.189.168.42
a3f2a715-aa3b-4b0a-8c26-6d4438993dff,1263.0,2025-03-18 14:35:12,mobile,Edge,direct,/categories,1,2942,True,False,91.3.220.79
e551353c-98e4-4887-85ee-80a34c4c1261,870.0,2024-11-12 14:35:12,mobile,Chrome,referral,/checkout,1,2949,True,False,79.76.180.52
e3b5a90b-1596-4068-a92b-4f67dee2843e,128.0,2024-10-02 14:35:12,desktop,Chrome,email,/checkout,8,2740,False,False,138.255.225.3
400f014e-1cce-4a50-b90b-63fae719ba61,1365.0,2025-03-06 14:35:12,mobile,Safari,direct,/categories,1,2540,True,False,255.44.251.90
a8b7b536-2262-43b4-8e6c-f7628c7ec108,1384.0,2024-12-29 14:35:12,mobile,Chrome,referral,/cart,6,2016,False,False,67.99.226.196
d8214202-01d5-4f64-8411-1547080e123e,610.0,2025-07-14 14:35:12,desktop,Edge,instagram,/checkout,18,1920,False,False,55.75.82.120
767866af-7825-4112-9d5a-75cb14831750,391.0,2025-07-18 14:35:12,mobile,Chrome,direct,/,5,1759,False,False,144.112.72.149
a96e1e34-ff26-4e23-b3f0-953905ea862b,468.0,2025-07-18 14:35:12,desktop,Chrome,google,/cart,1,2636,True,False,110.145.249.152
6c1df61b-d745-4f52-9b61-4ebef7558d91,1403.0,2025-02-24 14:35:12,mobile,Chrome,direct,/cart,13,1434,False,False,188.172.224.61
a5c0b0f8-5ab5-4390-8598-f5a3493954fa,,2025-06-11 14:35:12,tablet,Chrome,direct,/cart,1,2166,True,False,44.100.116.219
bb16dea3-dc52-4bd4-992d-0b319bfa60b8,507.0,2025-04-18 14:35:12,desktop,Edge,direct,/,1,3033,True,False,186.53.201.226
8f48abb3-5674-4fb2-ab88-9cbbcaf3ed3a,846.0,2025-09-05 14:35:12,mobile,Chrome,instagram,/products,9,1943,False,False,232.48.176.216
cd8f5dfe-4718-4fcf-a26b-3bd4663ec74b,1411.0,2025-01-01 14:35:12,mobile,Safari,direct,/search,1,2074,True,False,243.83.136.159
8250c839-3eee-43d1-8da4-3982a6a68903,1070.0,2025-07-13 14:35:12,desktop,Chrome,facebook,/cart,14,2242,False,False,230.189.126.189
3444a325-4ec2-48cf-9fa8-79026513a709,206.0,2025-07-03 14:35:12,mobile,Edge,instagram,/products,1,1512,True,False,151.108.232.186
1955e3ce-0566-4c0d-b621-d8dc67ce3735,,2025-05-19 14:35:12,mobile,Safari,facebook,/products,12,426,False,False,45.21.239.136
ee7423e7-c690-4204-afd0-ebd89b5a6129,856.0,2025-01-07 14:35:12,mobile,Chrome,google,/products,6,3022,False,False,52.78.0.34
f8a75b77-fe83-416a-be34-26fb3ab70c81,1000.0,2025-09-01 14:35:12,desktop,Chrome,direct,/cart,4,2634,False,False,148.80.51.158
fce4be27-7fef-4747-9a00-1fc67a7d3473,1382.0,2025-03-22 14:35:12,tablet,Firefox,instagram,/checkout,20,515,False,False,235.79.208.213
5ce4ae5f-5a92-4382-9abc-fd217f0c78fd,,2024-10-13 14:35:12,mobile,Chrome,email,/categories,1,2689,True,True,168.69.86.209
58e3d1fa-a073-4d5a-9b4e-dacc681201f7,770.0,2025-09-06 14:35:12,desktop,Safari,google,/cart,20,3528,False,False,253.58.159.207
b7b55110-2b6d-4312-825a-ebfc15a5ddf2,586.0,2025-08-31 14:35:12,mobile,Firefox,instagram,/search,6,2055,False,False,75.28.38.89
a7d0b004-f304-4714-b367-c0b44b438b82,722.0,2025-08-24 14:35:12,mobile,Chrome,google,/categories,1,1808,True,False,175.142.2.196
7a667019-4a80-4569-bda9-737433dfb741,891.0,2024-10-28 14:35:12,mobile,Chrome,email,/products,1,3285,True,False,248.5.165.250
113016a4-76bc-409a-88aa-ab402834077e,471.0,2025-01-01 14:35:12,mobile,Firefox,google,/checkout,1,348,True,False,34.230.222.34
ffc477ac-838e-4047-af23-4998bf365b28,1080.0,2024-10-31 14:35:12,mobile,Chrome,email,/,18,1375,False,False,180.107.99.150
8f67596d-0de2-41dd-bf23-b308ca4a152d,,2024-10-25 14:35:12,mobile,Safari,facebook,/products,7,1233,False,False,199.169.101.197
bfd3d69a-52c7-4c4a-af2a-543a3b3fb334,,2025-05-31 14:35:12,mobile,Safari,direct,/products,4,2160,False,False,194.151.104.204
e57a7f3a-539c-497d-a78d-5ef915e85a95,693.0,2025-06-10 14:35:12,desktop,Chrome,direct,/cart,15,1993,False,False,90.58.0.180
18531419-32ec-4045-8783-6069065eb5a5,699.0,2025-08-09 14:35:12,mobile,Chrome,instagram,/,12,1944,False,False,96.218.33.77
6210707a-22ee-43c1-a212-09772894a56c,1104.0,2024-10-19 14:35:12,mobile,Chrome,google,/checkout,1,2244,True,False,154.38.69.90
70ffc650-69ea-4c93-a594-d42159828e4c,,2025-07-02 14:35:12,desktop,Chrome,google,/,1,1268,True,True,222.241.50.253
da2855d8-b5fe-4c32-85ac-3ccf4b8560a0,1120.0,2025-02-05 14:35:12,mobile,Safari,facebook,/checkout,13,128,False,False,114.11.67.248
e185c414-a9d1-424e-a5b2-36b34b5b548f,907.0,2024-11-23 14:35:12,mobile,Safari,instagram,/search,14,2004,False,False,127.164.119.189
b3ea2b89-ad67-447c-bb7e-c7619648f1de,,2025-01-21 14:35:12,desktop,Chrome,google,/products,1,1215,True,False,144.133.163.234
4aa89eb5-92bd-435f-83c8-5702275d81b1,712.0,2025-03-16 14:35:12,mobile,Chrome,facebook,/products,1,3522,True,False,90.128.101.90
e0c65f4d-8bd0-49ac-9510-ba82a84186d5,,2025-04-22 14:35:12,mobile,Chrome,referral,/cart,8,2366,False,False,19.92.225.76
e0da23ca-d9ab-454a-acdb-c89b9b2bd363,649.0,2024-12-10 14:35:12,desktop,Safari,google,/,1,1061,True,False,229.0.155.101
27d6e90c-d4cb-419b-bec6-89af289fb052,,2025-09-18 14:35:12,mobile,Chrome,google,/,9,1644,False,False,6.105.47.131
ad2e74ce-f6ff-4b93-be6d-c59b94153955,,2025-08-20 14:35:12,mobile,Chrome,referral,/cart,4,2085,False,False,23.117.64.181
55b236e5-5f36-4842-8bcb-e96b6bcb1f71,,2025-03-07 14:35:12,mobile,Chrome,direct,/checkout,6,712,False,False,167.20.201.0
74ac7824-86ec-4d2e-9327-5319fc413cc9,234.0,2024-11-03 14:35:12,mobile,Firefox,google,/products,11,3495,False,False,209.62.15.248
0de492f5-e881-4523-8dd1-881c76f0e2bf,847.0,2025-07-22 14:35:12,mobile,Safari,google,/categories,19,222,False,False,137.157.211.216
cf8926e1-8341-4174-aed9-9687990a5d07,148.0,2025-08-15 14:35:12,mobile,Chrome,google,/search,10,3335,False,True,66.240.157.81
bbe7d5f9-a364-4ee6-aaae-abe0ff97857d,445.0,2025-09-26 14:35:12,mobile,Safari,google,/checkout,10,1589,False,False,4.243.175.79
b6a273e0-57b8-4dc6-96f7-b886b5d6ad6c,,2025-03-27 14:35:12,desktop,Chrome,referral,/cart,1,1486,True,False,94.62.79.161
f9f606a8-3149-4aa5-8bb8-34323aaa4da7,204.0,2025-09-07 14:35:12,desktop,Safari,direct,/categories,5,3026,False,False,59.196.75.27
c9f454ab-7581-4f16-ab21-c042ba62bc4b,1111.0,2024-10-15 14:35:12,desktop,Chrome,direct,/search,6,2875,False,False,123.176.255.51
21d95692-3f47-49cf-a7ce-61879817494b,365.0,2024-10-01 14:35:12,tablet,Edge,instagram,/,16,2250,False,False,60.50.108.68
859d7ff5-bedc-428a-bb91-3f6e0a44a9d7,,2024-10-06 14:35:12,mobile,Firefox,google,/search,17,2964,False,False,74.162.132.176
052254ae-fd73-4f55-891e-10db5a38e8b0,246.0,2025-01-05 14:35:12,mobile,Chrome,email,/categories,6,3298,False,False,215.32.70.143
fef59147-8b08-4cf3-b853-f663163a911b,1317.0,2024-12-17 14:35:12,desktop,Chrome,google,/checkout,20,1868,False,False,136.36.49.146
fb91be85-46a2-4061-b54e-6b0e4fcf18c1,942.0,2025-08-08 14:35:12,mobile,Chrome,google,/products,1,405,True,False,180.16.243.215
0df77b17-64f1-49a0-820d-59f0b3b34ff9,,2025-02-16 14:35:12,mobile,Safari,direct,/categories,15,2157,False,False,220.249.10.160
257e7d7a-989f-4682-abeb-e410cc18c292,,2025-06-01 14:35:12,mobile,Chrome,google,/search,2,833,False,False,193.121.221.90
6468d3ee-42f3-4ca4-a0fd-9341842b0060,708.0,2025-04-25 14:35:12,mobile,Firefox,facebook,/checkout,14,134,False,False,56.153.207.52
086c35d1-c163-4758-906f-3fea21429850,1155.0,2025-02-12 14:35:12,desktop,Chrome,direct,/,19,957,False,False,197.207.249.32
7bdf8f79-4436-44bc-a0f2-27ad43d79b3b,,2025-04-01 14:35:12,desktop,Chrome,email,/cart,9,567,False,False,21.40.73.125
e57cd88f-f387-43cf-8855-4790f6e125b9,597.0,2025-05-22 14:35:12,tablet,Chrome,direct,/,8,2140,False,False,181.215.79.134
3fe649ab-1887-4216-8732-303e89776d33,,2025-05-26 14:35:12,mobile,Chrome,referral,/products,14,2838,False,False,173.80.205.188
5dc31993-f92f-43d6-9590-3f37c1e0ec60,230.0,2025-04-27 14:35:12,desktop,Safari,google,/products,1,1795,True,False,107.178.189.163
5593b080-9da8-4f25-8bc2-06c966aee2d3,350.0,2025-06-04 14:35:12,mobile,Safari,google,/search,9,2359,False,False,206.90.140.7
ea1c3153-8156-4b3d-834d-956b05b04247,,2025-04-08 14:35:12,mobile,Safari,google,/categories,13,2000,False,False,8.237.172.32
2b239e33-8480-4704-b244-2fbe565e43c9,,2025-07-05 14:35:12,mobile,Safari,direct,/cart,20,2843,False,True,238.247.99.187
b6618db5-83ae-452e-a770-3305f0a401ce,1188.0,2025-02-28 14:35:12,mobile,Firefox,email,/,13,2624,False,False,248.208.252.90
64d57b6e-eca7-4f4f-a521-34277d9d106d,1343.0,2025-03-04 14:35:12,desktop,Safari,referral,/cart,1,1388,True,False,90.30.112.238
a29ffe10-2ac2-4946-82d8-7b9c821a0478,,2025-08-06 14:35:12,mobile,Edge,google,/search,10,467,False,False,75.175.132.89
c27c5652-6ec7-475f-8bf2-56bebc38286c,1239.0,2025-07-21 14:35:12,desktop,Chrome,email,/products,1,2934,True,False,222.156.251.172
948aeea6-6532-4443-98ee-99a79ffe51a2,541.0,2025-08-14 14:35:12,desktop,Chrome,direct,/products,7,1629,False,False,160.106.67.50
1f17bcd2-949e-4a86-88ad-f01ce0c29f8d,1128.0,2025-04-05 14:35:12,desktop,Chrome,facebook,/,1,2856,True,False,32.231.215.148
79541ac1-523e-46a7-bce8-5f51a80d9c7a,1325.0,2025-08-26 14:35:12,desktop,Chrome,instagram,/checkout,1,1866,True,False,132.175.177.11
b97c6d8d-110e-4f71-9edd-0c14e2f796e5,443.0,2025-04-24 14:35:12,desktop,Edge,instagram,/search,1,1292,True,False,41.67.47.218
55ea3f67-0dda-4c65-b367-920ce4718d7f,1165.0,2025-05-03 14:35:12,mobile,Safari,google,/cart,14,2174,False,False,198.180.197.203
7e5a5351-9aa3-463e-be41-8c32a8572d1c,,2025-05-06 14:35:12,desktop,Firefox,instagram,/search,1,2549,True,False,82.152.238.18
f928da48-24b4-4d1e-acb4-b506c891aae6,1158.0,2024-10-07 14:35:12,mobile,Safari,direct,/products,1,2834,True,False,120.5.206.215
