order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_price
97,60,316,1,118.48,0.0,118.48
98,60,1193,1,15.7,0.0,15.7
99,62,1033,3,511.57,0.0,1534.71
100,62,1104,4,1094.33,0.0,4377.32
101,63,134,1,15.02,0.0,15.02
102,63,941,4,42.71,0.0,170.84
103,63,1060,4,39.8,0.0,159.2
104,64,672,5,55.55,0.0,277.75
105,64,586,5,24.83,0.0,124.15
106,65,366,1,19.53,0.0,19.53
107,66,873,3,126.24,0.0,378.72
108,67,633,5,210.94,61.54,747.0
109,68,1024,3,300.95,0.0,902.85
110,69,561,5,14.05,0.0,70.25
111,70,433,1,42.58,0.0,42.58
112,71,390,1,64.66,0.0,64.66
113,71,92,3,665.84,0.0,1997.52
114,72,707,4,36.77,0.0,147.08
115,72,891,4,84.14,14.05,280.36
116,73,404,2,58.36,0.0,116.72
117,73,380,3,68.31,11.24,171.21
118,74,558,1,1168.55,0.0,1168.55
119,75,257,2,94.4,0.0,188.8
120,76,1045,1,46.47,0.0,46.47
121,77,378,1,10.96,0.0,10.96
122,77,53,4,46.5,0.0,186.0
123,77,1011,3,24.65,0.0,73.95
124,79,815,5,21.92,0.0,109.6
125,81,471,1,134.19,6.51,127.68
126,81,337,4,12.94,0.0,51.76
127,82,384,2,51.39,15.16,72.46
128,82,358,4,32.35,0.0,129.4
129,83,407,2,7.22,0.0,14.44
130,83,959,4,184.69,0.0,738.76
131,83,1151,3,135.1,0.0,405.3
132,85,243,1,64.66,0.0,64.66
133,86,798,4,116.44,0.0,465.76
134,86,16,3,212.03,0.0,636.09
135,87,885,1,33.37,0.0,33.37
136,88,1159,2,215.45,13.48,403.94
137,88,208,3,196.49,0.0,589.47
138,88,279,4,47.67,9.77,151.6
139,88,236,5,457.04,0.0,2285.2
140,89,765,3,22.29,0.0,66.87
141,92,409,2,34.06,0.0,68.12
142,93,940,2,64.38,0.0,128.76
143,94,391,4,81.2,7.59,294.44
144,94,912,5,215.14,0.0,1075.7
145,96,1072,5,71.02,0.0,355.1
146,96,668,2,13.89,3.74,20.3
147,97,226,2,1310.54,0.0,2621.08
148,97,1002,2,280.46,0.0,560.92
149,97,220,2,38.08,0.0,76.16
150,98,828,4,36.02,0.0,144.08
151,98,513,1,214.08,33.26,180.82
152,99,728,1,249.48,0.0,249.48
153,99,1038,4,67.02,0.0,268.08
154,100,348,4,730.6,0.0,2922.4
155,101,620,3,45.25,2.48,128.31
156,101,1136,1,198.34,0.0,198.34
157,101,64,2,41.45,0.0,82.9
158,102,990,1,890.51,0.0,890.51
159,102,1038,1,67.02,0.0,67.02
160,102,800,2,401.84,0.0,803.68
161,102,177,3,881.74,245.82,1907.76
162,103,278,2,24.63,0.0,49.26
163,104,201,2,115.5,0.0,231.0
164,104,1017,3,247.07,0.0,741.21
165,105,556,3,9.26,0.0,27.78
166,105,654,1,723.95,68.17,655.78
167,105,1146,4,60.26,0.0,241.04
168,107,518,4,215.06,0.0,860.24
169,108,138,2,19.0,0.0,38.0
170,109,922,4,59.66,0.0,238.64
171,110,936,5,32.65,5.65,135.0
172,110,452,5,79.9,0.0,399.5
173,110,869,3,248.07,0.0,744.21
174,110,225,1,451.79,0.0,451.79
175,111,1044,3,76.73,0.0,230.19
176,111,824,3,234.45,0.0,703.35
177,111,516,2,184.37,0.0,368.74
178,112,602,4,302.88,0.0,1211.52
179,112,460,4,61.42,0.0,245.68
180,114,319,2,22.93,0.0,45.86
181,114,945,1,28.56,0.0,28.56
182,115,158,4,177.47,50.59,507.52
183,115,640,4,33.23,0.0,132.92
184,116,669,2,47.24,0.0,94.48
185,116,489,1,127.12,0.0,127.12
186,116,757,1,11.21,0.0,11.21
187,117,489,4,127.12,0.0,508.48
188,117,289,3,14.01,0.0,42.03
189,117,40,4,45.9,0.0,183.6
190,118,973,3,26.91,0.0,80.73
191,118,9,1,61.75,12.5,49.25
192,118,825,3,21.58,0.0,64.74
193,119,601,4,478.74,0.0,1914.96
194,119,914,3,74.05,0.0,222.15
195,119,993,4,58.39,0.0,233.56
196,119,510,2,6.71,0.0,13.42
197,120,505,3,3.55,0.0,10.65
198,120,258,1,45.25,0.0,45.25
199,121,1079,3,625.0,96.28,1586.16
200,121,745,3,8.42,0.0,25.26
201,121,853,4,19.4,3.29,64.44
202,122,699,5,11.0,0.0,55.0
203,123,42,1,75.74,0.0,75.74
204,123,57,5,173.84,36.76,685.4
205,123,331,2,1359.56,0.0,2719.12
206,124,810,3,466.48,0.0,1399.44
207,124,1004,1,30.0,0.0,30.0
208,125,1084,4,12.85,0.0,51.4
209,125,151,3,73.77,0.0,221.31
210,127,471,2,134.19,0.0,268.38
211,127,498,5,44.99,0.0,224.95
212,129,414,3,670.55,0.0,2011.65
213,131,234,4,81.26,0.0,325.04
214,132,345,5,462.71,0.0,2313.55
215,132,1142,2,1012.56,0.0,2025.12
216,132,894,2,588.38,0.0,1176.76
217,133,634,5,131.11,11.26,599.25
218,134,215,4,466.6,0.0,1866.4
219,134,813,3,21.0,0.0,63.0
220,135,809,5,28.09,7.87,101.1
221,135,379,1,11.94,0.0,11.94
222,136,494,4,196.1,0.0,784.4
223,137,210,4,1327.48,0.0,5309.92
224,137,268,3,13.34,0.0,40.02
225,138,726,4,444.2,0.0,1776.8
226,138,12,4,89.85,0.09,359.04
227,140,714,1,1075.85,0.0,1075.85
228,141,814,3,25.26,0.0,75.78
229,141,305,1,138.91,0.0,138.91
230,142,118,4,82.91,0.0,331.64
231,142,310,4,107.03,0.0,428.12
232,142,704,1,78.73,0.0,78.73
233,142,1046,4,396.96,0.0,1587.84
234,142,545,1,223.36,0.0,223.36
235,144,71,5,508.62,0.0,2543.1
236,144,397,3,28.12,0.0,84.36
237,144,679,1,93.28,0.0,93.28
238,145,630,5,230.67,55.78,874.45
239,146,1009,5,1206.37,0.0,6031.85
240,146,1121,5,12.41,0.0,62.05
241,146,196,3,88.44,0.0,265.32
242,148,523,1,17.08,0.0,17.08
243,150,682,4,507.84,19.96,1951.52
244,151,185,3,13.67,1.47,36.6
245,151,435,2,283.68,0.0,567.36
246,151,110,5,131.68,0.0,658.4
247,152,2,5,181.55,0.0,907.75
248,152,559,2,33.0,0.0,66.0
249,152,10,1,1391.97,0.0,1391.97
250,154,35,2,34.1,0.0,68.2
251,155,1190,2,28.16,0.0,56.32
252,155,665,5,1185.45,0.0,5927.25
253,156,690,1,62.76,0.0,62.76
254,157,129,2,8.96,0.0,17.92
255,157,317,1,22.84,0.0,22.84
256,157,1108,1,18.39,0.0,18.39
257,158,617,5,200.9,0.0,1004.5
258,158,1026,3,85.01,0.0,255.03
259,158,363,5,45.01,0.0,225.05
260,158,1047,4,499.76,0.0,1999.04
261,160,35,2,34.1,3.43,61.34
262,160,148,5,195.36,32.45,814.55
263,161,776,1,22.44,0.0,22.44
264,161,1012,2,23.56,0.0,47.12
265,162,397,4,28.12,0.0,112.48
266,163,1000,3,188.6,0.0,565.8
267,163,777,1,453.32,0.0,453.32
268,163,1164,4,34.36,0.0,137.44
269,163,1087,5,207.2,52.98,771.1
270,163,649,5,43.32,0.0,216.6
271,164,637,5,35.32,0.0,176.6
272,166,550,5,48.03,0.0,240.15
273,166,552,5,1186.86,0.0,5934.3
274,167,442,5,88.92,0.0,444.6
275,167,1155,3,23.21,1.22,65.97
276,168,828,3,36.02,0.0,108.06
277,169,348,5,730.6,0.0,3653.0
278,170,300,4,242.6,28.52,856.32
279,171,1070,2,47.87,0.0,95.74
280,171,272,4,56.34,0.0,225.36
281,172,100,2,212.39,0.0,424.78
282,172,1077,1,12.15,0.0,12.15
283,172,667,5,70.45,0.0,352.25
284,172,851,5,159.07,0.0,795.35
285,173,268,4,13.34,3.38,39.84
286,173,205,2,13.75,0.0,27.5
287,173,832,5,73.99,0.0,369.95
288,176,1188,3,92.55,0.0,277.65
289,176,750,1,184.09,0.0,184.09
290,176,1120,1,65.52,0.0,65.52
291,177,979,1,58.5,0.0,58.5
292,178,584,3,31.81,0.0,95.43
293,178,374,5,23.82,0.0,119.1
294,179,876,4,104.36,0.0,417.44
295,179,1049,1,1043.03,0.0,1043.03
296,180,749,3,51.2,0.0,153.6
297,180,629,4,119.98,0.0,479.92
298,181,1144,5,6.59,0.0,32.95
299,181,510,2,6.71,0.0,13.42
300,181,798,3,116.44,0.0,349.32
301,182,842,2,61.73,0.0,123.46
302,182,1165,1,220.76,0.0,220.76
303,182,1138,4,290.45,0.0,1161.8
304,183,143,5,713.8,0.0,3569.0
305,183,1130,2,293.03,0.0,586.06
306,183,255,1,12.67,0.0,12.67
307,184,157,4,15.85,0.0,63.4
308,184,265,3,84.28,0.0,252.84
309,185,488,3,18.55,0.0,55.65
310,185,464,2,196.69,0.0,393.38
311,185,475,5,10.26,2.27,39.95
312,186,582,2,659.26,0.0,1318.52
313,187,791,5,30.73,0.0,153.65
314,187,877,5,386.66,0.0,1933.3
315,188,524,3,63.54,0.0,190.62
316,189,740,2,1158.4,290.78,1735.24
317,189,1066,3,321.57,0.0,964.71
318,189,925,4,442.45,0.0,1769.8
319,190,886,4,14.9,0.0,59.6
320,191,848,2,448.29,0.0,896.58
321,194,1166,1,75.19,0.0,75.19
322,194,76,5,252.17,49.9,1011.35
323,195,380,2,68.31,0.0,136.62
324,196,883,3,120.46,0.0,361.38
325,197,358,1,32.35,0.0,32.35
326,198,78,5,4.16,0.0,20.8
327,198,537,2,114.55,0.0,229.1
328,199,66,5,1706.66,0.0,8533.3
329,201,1184,2,7.8,0.0,15.6
330,201,92,1,665.84,0.0,665.84
331,201,587,1,466.69,28.13,438.56
332,201,1188,4,92.55,0.0,370.2
333,202,362,2,640.68,0.0,1281.36
334,202,1000,4,188.6,0.0,754.4
335,203,614,1,1024.02,184.43,839.59
336,204,1170,5,6.84,0.32,32.6
337,204,3,1,12.33,0.77,11.56
338,205,1004,3,30.0,0.0,90.0
339,206,863,3,127.91,0.0,383.73
340,206,749,5,51.2,0.0,256.0
341,207,126,4,65.96,0.0,263.84
342,208,994,1,1047.25,0.0,1047.25
343,208,604,1,610.21,0.0,610.21
344,211,866,5,761.58,199.47,2810.55
345,211,303,4,762.04,0.0,3048.16
346,213,951,5,55.17,0.0,275.85
347,213,1107,2,141.81,0.0,283.62
348,213,763,5,8.1,0.0,40.5
349,214,969,1,133.02,0.0,133.02
350,215,93,2,35.94,0.0,71.88
351,215,213,5,27.61,1.95,128.3
352,215,813,4,21.0,0.0,84.0
353,216,112,2,12.53,0.0,25.06
354,216,572,4,336.27,72.58,1054.76
355,216,109,1,240.99,0.0,240.99
356,217,865,1,6.47,0.0,6.47
357,217,908,3,40.54,0.0,121.62
358,218,319,3,22.93,0.0,68.79
359,218,541,5,188.78,4.23,922.75
360,219,548,5,888.77,0.0,4443.85
361,220,1129,2,12.94,0.0,25.88
362,220,161,5,460.53,128.59,1659.7
363,221,651,5,55.72,0.0,278.6
364,222,608,3,25.05,0.0,75.15
365,222,477,5,301.35,0.0,1506.75
366,224,498,2,44.99,12.24,65.5
367,225,1153,5,30.68,0.0,153.4
368,226,936,1,32.65,0.0,32.65
369,226,275,4,32.38,1.44,123.76
370,227,401,4,50.31,0.0,201.24
371,227,249,4,69.9,0.0,279.6
372,227,318,1,10.22,2.73,7.49
373,228,908,1,40.54,11.51,29.03
374,229,210,3,1327.48,0.0,3982.44
375,230,345,4,462.71,0.0,1850.84
376,231,453,3,179.97,26.78,459.57
377,232,111,3,47.01,0.0,141.03
378,233,1001,2,26.09,0.0,52.18
379,233,212,2,59.57,0.0,119.14
380,234,812,1,167.64,3.31,164.33
381,234,590,4,16.99,0.0,67.96
382,235,306,1,8.89,1.71,7.18
383,235,996,5,37.74,0.0,188.7
384,236,145,2,200.42,0.0,400.84
385,236,449,2,169.33,0.0,338.66
386,237,1109,1,210.83,0.0,210.83
387,237,621,2,7.0,0.0,14.0
388,237,956,3,167.54,2.32,495.66
389,237,1124,5,24.85,0.0,124.25
390,239,260,1,181.13,0.0,181.13
391,242,1192,4,12.36,0.0,49.44
392,242,719,3,14.38,0.0,43.14
393,242,770,1,18.84,0.0,18.84
394,245,1047,4,499.76,0.0,1999.04
395,245,988,5,442.68,0.0,2213.4
396,247,184,4,298.33,0.0,1193.32
397,248,844,4,420.77,0.0,1683.08
398,248,331,5,1359.56,0.0,6797.8
399,249,705,1,360.52,0.0,360.52
400,250,590,4,16.99,0.0,67.96
401,250,107,5,117.26,0.0,586.3
402,250,680,1,62.63,0.0,62.63
403,251,308,3,15.2,3.29,35.73
404,251,674,5,891.49,0.0,4457.45
405,252,221,5,78.39,0.0,391.95
406,253,1086,4,56.45,0.0,225.8
407,254,104,4,154.51,0.0,618.04
408,255,708,3,142.79,0.0,428.37
409,255,707,3,36.77,0.0,110.31
410,255,660,5,93.1,0.0,465.5
411,256,234,3,81.26,0.0,243.78
412,256,720,4,478.2,0.0,1912.8
413,256,635,3,64.25,0.0,192.75
414,256,86,5,154.22,39.01,576.05
415,256,156,5,1465.67,0.0,7328.35
416,257,305,3,138.91,0.0,416.73
417,257,297,1,20.28,0.0,20.28
418,258,231,3,168.5,2.51,497.97
419,258,981,3,323.59,0.0,970.77
420,258,119,1,1127.61,0.0,1127.61
421,258,563,4,97.41,0.0,389.64
422,259,1061,3,543.58,0.0,1630.74
423,259,757,4,11.21,0.0,44.84
424,259,113,2,56.24,0.0,112.48
425,260,504,3,42.14,0.0,126.42
426,260,404,2,58.36,0.0,116.72
427,261,632,5,1481.37,0.0,7406.85
428,262,823,1,39.15,5.64,33.51
429,262,48,4,94.2,4.01,360.76
430,262,611,2,18.46,0.0,36.92
431,263,1105,3,613.42,0.0,1840.26
432,265,1168,4,319.83,29.76,1160.28
433,265,265,1,84.28,0.0,84.28
434,265,1075,3,14.48,0.0,43.44
435,266,250,5,17.46,0.0,87.3
436,267,627,5,16.25,0.0,81.25
437,267,1200,5,33.19,0.0,165.95
438,267,826,1,927.26,0.0,927.26
439,268,682,3,507.84,0.0,1523.52
440,269,276,2,39.61,0.0,79.22
441,269,43,3,541.63,0.0,1624.89
442,269,602,1,302.88,0.0,302.88
443,270,87,5,15.98,0.0,79.9
444,270,475,3,10.26,0.0,30.78
445,271,452,4,79.9,0.0,319.6
446,271,1103,4,284.13,0.0,1136.52
447,272,163,2,407.57,0.0,815.14
448,272,535,1,11.7,0.0,11.7
449,272,1111,1,20.6,0.0,20.6
450,273,535,3,11.7,0.0,35.1
451,273,232,1,43.92,0.0,43.92
452,273,51,3,17.47,0.0,52.41
453,274,332,2,7.21,0.0,14.42
454,274,741,4,31.85,1.45,121.6
455,274,707,5,36.77,0.0,183.85
456,274,350,5,41.35,0.0,206.75
457,274,591,3,25.31,0.0,75.93
458,275,941,3,42.71,0.0,128.13
459,275,379,4,11.94,0.0,47.76
460,275,33,2,542.94,0.0,1085.88
461,275,990,2,890.51,0.0,1781.02
462,276,974,2,1067.75,0.0,2135.5
463,276,694,4,132.36,0.0,529.44
464,276,1172,3,140.93,0.0,422.79
465,277,147,3,14.65,0.0,43.95
466,277,259,1,1336.2,0.0,1336.2
467,277,1055,2,119.29,19.02,200.54
468,278,270,5,1485.22,0.0,7426.1
469,279,153,5,28.71,0.0,143.55
470,279,1191,2,55.27,0.0,110.54
471,279,569,3,8.66,2.23,19.29
472,280,367,3,11.32,0.0,33.96
473,280,1183,1,360.18,0.0,360.18
474,280,191,3,44.93,0.0,134.79
475,280,672,5,55.55,7.25,241.5
476,281,1125,1,71.33,5.68,65.65
477,281,1102,4,19.51,0.0,78.04
478,284,246,2,95.71,0.0,191.42
479,284,841,1,83.6,0.0,83.6
480,285,203,1,54.44,0.0,54.44
481,285,99,4,52.74,0.0,210.96
482,286,721,1,122.29,0.0,122.29
483,287,163,2,407.57,0.0,815.14
484,287,723,4,5.82,0.0,23.28
485,287,581,3,511.3,0.0,1533.9
486,288,1015,4,912.22,0.0,3648.88
487,288,764,1,23.56,0.0,23.56
488,288,495,2,279.59,0.0,559.18
489,289,111,5,47.01,0.0,235.05
490,290,423,3,144.58,0.0,433.74
491,290,416,4,88.85,0.0,355.4
492,290,982,2,189.01,0.0,378.02
493,291,456,5,105.65,0.0,528.25
494,291,1127,2,237.98,0.0,475.96
495,291,978,2,42.16,0.0,84.32
496,291,773,1,259.28,0.0,259.28
497,292,148,1,195.36,18.33,177.03
498,292,964,2,34.18,0.0,68.36
499,293,558,5,1168.55,79.92,5443.15
500,293,1074,1,6.57,0.0,6.57
501,293,506,2,52.12,7.39,89.46
502,295,980,1,229.58,0.0,229.58
503,295,102,5,1001.23,0.0,5006.15
504,295,627,3,16.25,0.0,48.75
505,296,822,5,281.21,0.0,1406.05
506,296,622,2,41.36,0.0,82.72
507,297,793,5,179.72,0.0,898.6
508,298,716,2,208.89,0.0,417.78
509,300,91,1,251.22,0.0,251.22
510,301,1032,5,112.78,0.0,563.9
511,301,580,3,26.48,5.74,62.22
512,302,534,3,7.29,0.0,21.87
513,302,946,4,220.27,0.0,881.08
514,302,569,5,8.66,0.0,43.3
515,302,443,4,59.66,0.0,238.64
516,303,4,2,45.73,0.0,91.46
517,303,174,2,148.88,16.47,264.82
518,304,743,3,244.21,0.0,732.63
519,305,378,3,10.96,0.0,32.88
520,305,126,2,65.96,0.0,131.92
521,306,1,3,540.49,0.0,1621.47
522,307,31,5,11.42,3.1,41.6
523,307,826,5,927.26,0.0,4636.3
524,308,789,4,5.79,0.0,23.16
525,308,1001,3,26.09,0.0,78.27
526,308,497,2,10.29,0.0,20.58
527,310,32,2,43.39,3.43,79.92
528,310,1043,1,1724.93,10.92,1714.01
529,310,408,1,24.53,0.78,23.75
530,310,613,1,49.51,0.0,49.51
531,311,16,1,212.03,0.0,212.03
532,312,570,3,164.4,0.0,493.2
533,313,863,5,127.91,0.0,639.55
534,313,294,2,882.79,110.26,1545.06
535,315,662,5,147.8,0.0,739.0
536,318,459,3,431.78,0.0,1295.34
537,318,439,1,97.94,0.0,97.94
538,318,568,3,103.1,0.0,309.3
539,320,853,4,19.4,0.0,77.6
540,320,213,3,27.61,4.26,70.05
541,320,67,2,15.53,0.0,31.06
542,320,650,5,76.15,0.0,380.75
543,321,960,4,224.58,63.84,642.96
544,321,1132,1,51.73,0.0,51.73
545,322,550,5,48.03,0.0,240.15
546,323,960,4,224.58,0.0,898.32
547,323,685,2,8.78,0.0,17.56
548,323,559,1,33.0,0.0,33.0
549,325,689,3,84.45,0.0,253.35
550,326,643,4,20.2,0.0,80.8
551,326,431,4,33.41,0.0,133.64
552,327,626,5,97.11,0.0,485.55
553,327,1140,1,130.1,0.0,130.1
554,327,816,2,189.86,12.7,354.32
555,327,1049,2,1043.03,0.0,2086.06
556,328,698,3,95.91,0.0,287.73
557,328,735,2,30.41,0.0,60.82
558,329,307,3,56.74,6.46,150.84
559,330,717,3,91.69,0.0,275.07
560,333,1071,5,19.46,0.0,97.3
561,334,759,2,899.64,137.03,1525.22
562,336,1110,3,169.28,0.0,507.84
563,336,720,1,478.2,0.0,478.2
564,338,1151,1,135.1,0.0,135.1
565,338,771,5,1135.53,0.0,5677.65
566,338,171,2,17.57,0.0,35.14
567,339,487,3,17.13,0.0,51.39
568,339,822,1,281.21,0.0,281.21
569,341,1045,3,46.47,0.0,139.41
570,342,239,1,56.99,0.0,56.99
571,343,454,2,297.84,0.0,595.68
572,343,316,1,118.48,0.0,118.48
573,343,106,1,17.32,0.0,17.32
574,344,333,1,828.61,0.0,828.61
575,344,813,3,21.0,0.0,63.0
576,344,367,2,11.32,0.0,22.64
577,344,642,2,816.87,0.0,1633.74
578,346,215,3,466.6,0.0,1399.8
579,347,918,4,106.22,20.09,344.52
580,347,426,1,192.73,0.0,192.73
581,347,800,1,401.84,0.0,401.84
582,348,54,4,116.18,0.0,464.72
583,348,858,1,38.85,0.0,38.85
584,350,773,4,259.28,0.0,1037.12
585,352,816,2,189.86,0.0,379.72
586,352,213,2,27.61,0.0,55.22
587,353,413,3,64.41,12.26,156.45
588,353,858,1,38.85,0.0,38.85
589,354,1148,1,172.92,0.0,172.92
590,355,767,2,134.41,0.0,268.82
591,355,468,4,56.07,0.0,224.28
592,355,1071,4,19.46,0.0,77.84
593,356,224,5,151.54,0.0,757.7
594,356,722,5,44.89,5.0,199.45
595,358,522,2,23.75,0.0,47.5
596,358,1143,4,33.91,0.0,135.64
597,359,615,4,12.21,0.0,48.84
598,359,118,2,82.91,0.0,165.82
599,359,1157,2,595.28,0.0,1190.56
600,360,723,3,5.82,0.0,17.46
601,361,256,1,327.98,0.0,327.98
602,362,820,3,120.05,0.0,360.15
603,363,1154,3,1382.1,311.4,3212.1
604,363,529,5,127.52,0.0,637.6
605,363,372,4,19.13,0.0,76.52
606,364,1065,1,18.32,1.97,16.35
607,365,1149,4,79.22,0.0,316.88
608,366,898,3,540.39,0.0,1621.17
609,368,23,4,74.91,0.0,299.64
610,369,1149,1,79.22,0.0,79.22
611,369,819,5,29.98,0.0,149.9
612,369,398,1,142.73,35.67,107.06
613,369,836,5,14.66,0.0,73.3
614,370,54,1,116.18,0.0,116.18
615,371,1083,5,53.38,0.0,266.9
616,371,1128,5,26.85,0.0,134.25
617,371,1180,4,42.63,0.0,170.52
618,372,1009,5,1206.37,0.0,6031.85
619,372,992,3,21.35,0.0,64.05
620,372,1115,3,1069.91,0.0,3209.73
621,373,812,1,167.64,0.0,167.64
622,374,1090,4,35.25,4.37,123.52
623,375,96,5,6.53,0.0,32.65
624,375,388,2,9.45,0.0,18.9
625,375,287,4,12.87,0.81,48.24
626,376,333,1,828.61,0.0,828.61
627,377,351,2,15.84,0.0,31.68
628,377,568,1,103.1,0.0,103.1
629,378,898,4,540.39,0.0,2161.56
630,378,934,5,89.48,0.0,447.4
631,379,242,3,450.24,0.0,1350.72
632,380,710,1,114.84,0.0,114.84
633,380,238,3,43.82,0.0,131.46
634,380,324,2,189.02,0.0,378.04
635,381,671,4,33.56,0.0,134.24
636,381,1124,4,24.85,0.0,99.4
637,382,659,2,77.47,0.0,154.94
638,382,816,2,189.86,0.0,379.72
639,383,1155,5,23.21,0.0,116.05
640,384,565,4,12.4,0.0,49.6
641,384,402,1,86.85,0.0,86.85
642,384,1010,5,37.73,0.0,188.65
643,384,706,2,94.83,0.0,189.66
644,387,967,5,1054.32,0.0,5271.6
645,388,315,5,342.87,0.0,1714.35
646,389,979,3,58.5,0.0,175.5
647,390,1094,2,222.46,33.61,377.7
648,391,226,1,1310.54,0.0,1310.54
649,391,964,2,34.18,0.0,68.36
650,392,1198,5,304.68,0.0,1523.4
651,392,315,4,342.87,0.0,1371.48
652,392,854,1,58.95,0.0,58.95
653,392,396,3,9.36,0.0,28.08
654,393,194,5,101.51,0.0,507.55
655,393,1189,3,106.78,0.0,320.34
656,393,727,4,12.3,0.0,49.2
657,394,1021,1,11.03,0.97,10.06
658,394,685,5,8.78,0.0,43.9
659,394,304,4,34.97,0.0,139.88
660,395,993,5,58.39,4.1,271.45
661,395,735,4,30.41,0.0,121.64
662,395,319,1,22.93,0.0,22.93
663,396,284,2,59.56,0.0,119.12
664,396,436,5,47.0,0.0,235.0
665,399,820,5,120.05,0.0,600.25
666,399,266,2,361.69,0.0,723.38
667,400,173,4,714.3,0.0,2857.2
668,400,277,4,36.77,0.0,147.08
669,401,480,4,9.59,0.0,38.36
670,401,148,4,195.36,0.0,781.44
671,402,853,2,19.4,0.0,38.8
672,402,468,4,56.07,13.3,171.08
673,402,587,4,466.69,0.0,1866.76
674,403,653,1,176.02,0.0,176.02
675,405,413,2,64.41,0.0,128.82
676,406,706,5,94.83,0.0,474.15
677,408,954,4,323.61,0.0,1294.44
678,409,255,5,12.67,0.0,63.35
679,412,116,4,517.29,0.0,2069.16
680,413,335,4,47.13,0.0,188.52
681,413,1193,5,15.7,0.0,78.5
682,413,887,5,123.38,0.0,616.9
